Contig16374_RC,NA
Contig42349_RC,NA
U46691,SUPT6H
Contig33976_RC,NA
Contig49874_RC,NA
AB033060,KIAA1234
AB033061,KIAA1235
AB033062,DKFZP434N178
AB033063,KIAA1237
AB033064,KIAA1238
AB033065,KIAA1239
Contig50511_RC,NA
Contig43221_RC,NA
AB033066,KIAA1240
AB033067,NA
AB033068,FZR1
Contig23055_RC,NA
Contig466_RC,NA
Contig54262_RC,NA
Contig46243_RC,NA
Contig26077_RC,NA
Contig32638_RC,NA
U45975,PIB5PA
Contig29099_RC,NA
Contig43679_RC,NA
AB033072,KIAA1246
AB033073,KIAA1247
AB033076,KIAA1250
AB033078,SGPL1
AF018081,COL18A1
AB033079,KIAA1253
Contig52570_RC,NA
Contig43822_RC,NA
Contig44551_RC,NA
Contig29242_RC,NA
Contig22927_RC,NA
Contig16366_RC,NA
Contig39554_RC,NA
Contig58239_RC,NA
Contig25949_RC,NA
Contig7282_RC,NA
M34423,GLB1
AB033080,KIAA1254
M34428,NA
AB033081,KIAA1255
AB033083,KIAA1257
X56210,HFL2
AB033085,KIAA1259
U20582,NA
AB033086,KIAA1260
AB033087,TLE4
AB033088,KIAA1262
AB033089,NA
Contig46235_RC,NA
Contig21964_RC,NA
Contig33359_RC,NA
Contig26069_RC,NA
Contig38591_RC,NA
Contig45881_RC,NA
AB033090,KIAA1264
AB033091,KIAA1265
AB033092,KIAA1266
AB033093,DKFZP727C091
Contig41521_RC,SERF2
Contig34231_RC,NA
AB033094,KIAA1268
AB033096,KIAA1270
Contig21355_RC,NA
AB033097,KIAA1271
AB033099,KIAA1273
Contig7187,PSTPIP2
Contig45272_RC,NA
NM_003000,SDHB
NM_003001,SDHC
NM_003002,SDHD
Contig15629_RC,NA
NM_003003,SEC14L1
NM_003004,SECTM1
NM_003005,SELP
NM_003006,SELPLG
Contig48294_RC,NA
Contig47565_RC,NA
Contig46836_RC,NA
NM_003007,SEMG1
NM_003008,SEMG2
NM_003009,SEPW1
Contig57877_RC,NA
X89657,ADAM3A
Contig5816_RC,NA
Contig31810_RC,NA
Contig7192,NA
Contig23039_RC,NA
X63522,RXRB
Contig27542_RC,NA
Contig53517_RC,FLJ11830
NM_003010,MAP2K4
NM_003011,SET
Contig22685_RC,NA
NM_003012,SFRP1
NM_003014,SFRP4
NM_003015,SFRP5
NM_003016,SFRS2
NM_003017,SFRS3
D84140,NA
NM_003018,SFTPC
Contig32997_RC,NA
NM_003019,SFTPD
D84143,NA
Contig9710_RC,NA
Contig31201_RC,NA
Contig34223_RC,NA
U12597,TRAF2
Contig52554_RC,NA
Contig43806_RC,NA
Contig37245_RC,NA
Contig29226_RC,NA
NM_003020,SGNE1
NM_003021,SGT
Contig17079_RC,NA
NM_003022,SH3BGRL
NM_003023,SH3BP2
NM_003024,ITSN1
NM_003025,SH3GL1
Contig54847_RC,NA
Contig48286_RC,NA
NM_003026,SH3GL2
AA813202_RC,NA
NM_003027,SH3GL3
NM_003028,SHB
NM_003029,SHC1
Contig33260_RC,NA
Contig31802_RC,NA
Contig43572_RC,NA
Contig34824_RC,NA
Contig54238_RC,NA
NM_002300,LDHB
NM_003030,SHOX2
NM_002301,LDHC
Contig14658_RC,NA
Contig13929_RC,NA
Contig15387_RC,NA
NM_003031,SIAH1
NM_002302,LECT2
NM_003032,SIAT1
NM_002303,LEPR
NM_003033,SIAT4A
NM_003034,SIAT8A
NM_002305,LGALS1
Contig53884_RC,NA
Contig29827_RC,NA
NM_002306,LGALS3
NM_003035,SIL
NM_002307,LGALS7
NM_003036,SKI
NM_002308,LGALS9
NM_003037,SLAM
NM_002309,LIF
NM_003038,SLC1A4
NM_003039,SLC2A5
Contig11027_RC,NA
Contig15530_RC,NA
Contig37237_RC,NA
Contig52546_RC,FLJ22548
Contig6498,NA
NM_002310,LIFR
Contig20985_RC,NA
Z32684,XK
NM_002311,LIG3
NM_003040,SLC4A2
Contig40399_RC,NA
NM_003041,SLC5A2
NM_002312,LIG4
NM_002313,ABLIM
NM_002314,LIMK1
NM_003043,SLC6A6
Contig29593_RC,NA
NM_002315,LMO1
NM_003044,SLC6A12
Contig48278_RC,NA
Contig54839_RC,NA
NM_003045,SLC7A1
NM_002316,LMX1B
NM_002317,LOX
NM_003046,SLC7A2
NM_002318,LOXL2
NM_002319,LRN
NM_003048,SLC9A2
NM_003049,SLC10A1
Contig6529_RC,NA
Contig7258_RC,NA
Contig30230_RC,NA
M26463,NA
Contig13086_RC,NA
Contig12357_RC,NA
Contig34816_RC,NA
Contig19507_RC,MADH9
Contig51583_RC,NA
Contig28255_RC,NA
Contig50854_RC,NA
NM_003051,SLC16A1
NM_003052,SLC34A1
Contig7401_RC,NA
NM_003053,SLC18A1
NM_003054,SLC18A2
NM_003055,SLC18A3
Contig1815_RC,NA
AL035289,LOC57795
NM_003056,SLC19A1
NM_003057,SLC22A1
NM_003058,SLC22A2
NM_003059,SLC22A4
Contig38710_RC,NA
Contig66143_RC,MT1G
U03886,DXS1283E
Contig51809_RC,NA
Contig44519_RC,NA
Contig20977_RC,NA
NM_003060,SLC22A5
NM_002332,LRP1
NM_003061,SLIT1
AL035295,NA
NM_003063,SLN
NM_001605,AARS
AL035297,NA
NM_003064,SLPI
NM_002335,LRP5
NM_002336,LRP6
NM_001607,ACAA1
NM_001608,ACADL
NM_002337,LRPAP1
NM_003066,SLPI
NM_002338,LSAMP
NM_001609,ACADSB
NM_002339,LSP1
Contig8731_RC,NA
NM_003069,SMARCA1
M17733,TMSB4X
Contig53410_RC,HSPCB
Contig17206_RC,NA
AJ245600,NA
Contig36266_RC,NA
Contig35537_RC,NA
Contig50846_RC,NA
Contig44285_RC,NA
Contig42827_RC,NA
NM_001610,ACP2
NM_001611,ACP5
NM_002340,LSS
NM_003070,SMARCA2
NM_002341,LTB
NM_001612,ACRV1
NM_001613,ACTA2
NM_003071,SMARCA3
NM_002342,LTBR
NM_001614,ACTG1
NM_003072,SMARCA4
NM_002343,LTF
Contig46578_RC,NA
NM_003073,SMARCB1
NM_001615,ACTG2
NM_002344,LTK
NM_001616,ACVR2
NM_003074,SMARCC1
NM_002345,LUM
NM_003075,SMARCC2
NM_002346,LY6E
NM_001617,ADD2
NM_002347,LY6H
NM_001618,ADPRT
NM_003076,SMARCD1
NM_001619,ADRBK1
NM_003077,SMARCD2
NM_002349,LY75
NM_003078,SMARCD3
NM_003079,SMARCE1
Contig5558_RC,NA
Contig38702_RC,NA
Contig26555_RC,NA
Contig42593_RC,NA
Contig41864_RC,NA
Contig52320,NA
Contig58491_RC,NA
Contig49743_RC,NA
NM_001621,AHR
NM_002350,LYN
NM_002351,SH2D1A
NM_003080,SMPD2
NM_001622,AHSG
Contig61073,NA
D42039,MESDC2
NM_001623,AIF1
NM_003081,SNAP25
Contig44886_RC,NA
NM_003082,SNAPC1
NM_002353,TACSTD2
NM_002354,TACSTD1
NM_001625,AK2
NM_003083,SNAPC2
Contig1573_RC,NA
NM_001626,AKT2
NM_003084,SNAPC3
NM_002355,M6PR
NM_002356,MACS
NM_003085,SNCB
NM_001627,ALCAM
NM_001628,AKR1B1
NM_003086,SNAPC4
NM_002357,MAD
NM_003087,SNCG
NM_002358,MAD2L1
NM_001629,ALOX5AP
Contig9452_RC,NA
NM_003088,SNL
NM_002359,MAFG
NM_003089,SNRP70
Contig15280_RC,NA
Contig13822_RC,NA
Contig33236_RC,NA
AF180425,KIAA1105
Contig32882_RC,NA
Contig52296_RC,NA
Contig50838_RC,NA
Contig51567_RC,NA
D42043,KIAA0084
D42044,KIAA0090
NM_000900,MGP
D42045,KIAA0086
NM_000901,NR3C2
D42046,DNA2L
NM_001630,ANXA8
D42047,KIAA0089
NM_002360,MAFK
NM_001631,ALPI
NM_000902,MME
NM_001632,ALPP
NM_000903,DIA4
NM_003090,SNRPA1
Contig19866_RC,NA
NM_003091,SNRPB
NM_002362,MAGEA4
NM_001633,AMBP
NM_000904,NMOR2
Contig37027,NA
NM_002363,MAGEB1
NM_000905,NPY
NM_001634,AMD1
NM_003092,SNRPB2
NM_001635,AMPH
NM_003093,SNRPC
NM_000906,NPR1
NM_002364,MAGEB2
NM_000907,NPR2
NM_003094,SNRPE
NM_002365,MAGEB3
NM_003095,SNRPF
NM_001637,AOAH
NM_000908,NPR3
NM_000909,NPY1R
NM_002367,MAGEB4
NM_001638,APOF
NM_003096,SNRPG
NM_002368,MAGEB4
NM_001639,APCS
NM_003097,SNRPN
NM_002369,MAGEB4
NM_003098,SNTA1
NM_003099,SNX1
Contig51710_RC,NA
Contig40292_RC,NA
Contig23525_RC,NA
Contig58108_RC,M83
Contig42585_RC,NA
Contig25818_RC,NA
U89507,UGT1A9
D42055,NEDD4
NM_000910,NPY2R
NM_001640,APEH
D26018,POLD3
NM_000911,OPRD1
Contig44324,NA
NM_000912,OPRK1
NM_002370,MAGOH
NM_001641,APEX
NM_000913,OPRL1
NM_002371,MAL
NM_001642,APLP2
Contig36859_RC,NA
Contig29569_RC,NA
NM_000914,OPRM1
NM_002372,MAN2A1
NM_001643,APOA2
NM_002373,MAP1A
NM_001644,APOBEC1
NM_000915,OXT
NM_001645,APOC1
NM_002374,MAP2
L03426,DXYS155E
NM_002375,MAP4
NM_001646,APOC4
NM_000917,P4HA1
NM_001647,APOD
NM_002376,MARK3
NM_000918,P4HB
NM_002377,MAS1
NM_000919,PAM
NM_001648,KLK3
NM_002378,MATK
NM_001649,APXL
NM_002379,MATN1
Contig327_RC,NA
Contig14543_RC,NA
Contig56416_RC,DKFZp762P2111
Contig49126_RC,NA
Contig16836_RC,NA
Contig44269_RC,NA
Contig37040,NA
NM_000920,PC
NM_001650,AQP4
NM_000921,PDE3A
Contig35896_RC,NA
NM_000923,PDE4C
NM_001652,AQP6
NM_002382,MAX
NM_000924,PDE1B
NM_001654,ARAF1
NM_000925,PDHB
NM_001655,ARCN1
NM_000926,PGR
NM_002384,MBD1
Contig60377,NA
NM_002385,MBP
NM_000927,ABCB1
NM_001656,ARFD1
NM_000928,PLA2G1B
NM_002386,MC1R
NM_001657,AREG
NM_002387,MCC
NM_000929,PLA2G5
NM_001658,ARF1
NM_001659,ARF3
NM_002388,MCM3
Contig29103_RC,NA
Contig53160_RC,KIAA0849
Contig52431_RC,NA
AI355990_RC,NA
AI694780_RC,NA
D25303,ITGA9
D25304,ARHGEF6
AI819685_RC,KIAA0855
Contig65765_RC,NA
Contig58475_RC,NA
NM_000930,PLAT
Contig44343,NA
NM_000931,PLAT
NM_001660,ARF4
NM_001661,ARF4L
NM_001662,ARF5
NM_000933,PLCB4
NM_002391,MDK
NM_001663,ARF6
NM_002392,MDM2
NM_000935,PLOD2
NM_001664,ARHA
NM_002393,MDM4
NM_002394,SLC3A2
NM_000936,PNLIP
NM_001665,ARHG
NM_000937,POLR2A
NM_002395,ME1
NM_002396,ME2
NM_001667,ARL2
NM_000938,POLR2B
NM_000939,POMC
NM_001668,ARNT
NM_002397,MEF2C
NM_001669,ARSD
NM_002398,MEIS1
Contig34701_RC,NA
Contig42720_RC,NA
Contig15264_RC,NA
Contig30573_RC,NA
Contig38452_RC,NA
Contig49118_RC,NA
Contig65156_RC,RAB27A
Contig18286_RC,NA
Contig40885_RC,NA
Contig33595_RC,NA
Contig48764_RC,NA
D42084,KIAA0094
Contig37062,NA
NM_001670,ARVCF
Contig35888_RC,NA
NM_001671,ASGR1
NM_000942,PPIB
Contig60393,NA
NM_000943,PPIC
NM_001672,ASIP
NM_001673,ASNS
NM_000944,PPP3CA
NM_001674,ATF3
NM_000946,PRIM1
NM_001675,ATF4
NM_000947,PRIM2A
NM_001676,ATP12A
NM_000948,PRL
NM_001677,ATP1B1
NM_000949,PRLR
NM_001678,ATP1B2
NM_001679,ATP1B3
Contig45133_RC,NA
X04706,HOXD4
Contig40276_RC,NA
Contig54716_RC,KIAA0863
AF260665,MOF
Contig50588_RC,NA
Contig52380,NA
NM_000950,PRRG1
D25328,PFKP
Contig37073,NA
NM_000951,PRRG2
NM_001681,ATP2A2
NM_000952,PTAFR
NM_001682,ATP2B1
Contig37076,NA
Contig44366,NA
NM_001683,ATP2B2
NM_000954,PTGDS
NM_001684,ATP2B4
Contig52387,NA
NM_000956,PTGER2
NM_001685,ATP5J
NM_001686,ATP5B
NM_000957,PTGER3
NM_001687,ATP5D
NM_000958,PTGER4
NM_001688,ATP5F1
NM_000959,PTGFR
Contig25110_RC,NA
NM_001689,ATP5G3
Contig50731_RC,NA
Contig54107_RC,NA
Contig22546_RC,NA
Contig38444_RC,NA
Contig46463_RC,FZD6
Contig45734_RC,NA
Contig40877_RC,NA
Contig26297_RC,NA
Contig44370,FLJ10904
Contig48756_RC,NA
Contig56775_RC,NA
Contig5443_RC,NA
D26067,KIAA0033
NM_000960,PTGIR
Contig43899_RC,NA
NM_001690,ATP6A1
D26068,WBSCR1
D26069,KIAA0041
NM_001691,ATP6A2
NM_001692,ATP6B1
NM_000963,PTGS2
NM_000964,RARA
NM_001693,ATP6B2
NM_001694,ATP6L
NM_000965,RARB
NM_001695,ATP6C
NM_000966,RARG
NM_001696,ATP6E
NM_000968,RPL4
NM_001697,ATP5O
NM_000969,RPL5
NM_001698,AUH
Contig50122_RC,NA
Contig42103_RC,NA
NM_001699,AXL
Contig25711_RC,NA
Contig45125_RC,NA
Contig61163_RC,NA
AF238083,SPHK1
Contig44771_RC,NA
Contig15857_RC,NA
D26070,ITPR1
U88834,NA
Contig47793_RC,NA
Contig34904,NA
NM_000970,RPL6
Contig36367,NA
NM_000975,RPL11
NM_000976,RPL12
NM_000977,RPL13
NM_000978,RPL23
Contig33121_RC,NA
NM_000979,RPL18
M94046,MAZ
Contig43433_RC,NA
Contig52181_RC,NA
Contig14519_RC,NA
Contig678_RC,NA
Contig47184_RC,NA
Contig33579_RC,NA
Contig57496_RC,NA
Contig6164_RC,NA
NM_000982,RPL21
NM_000983,RPL22
NM_000985,RPL17
NM_000986,RPL24
Contig16120_RC,NA
NM_000988,RPL27
M94055,SCN2A2
NM_000989,RPL30
Contig35180_RC,NA
Contig25703_RC,NA
Contig18413_RC,NA
Contig41741_RC,NA
Contig14285_RC,NA
Contig20846_RC,NA
X13494,CYP2B6
Contig36744_RC,NA
Y00978,DLAT
Contig24597_RC,NA
Contig23868_RC,NA
NM_000990,RPL27A
NM_000991,RPL28
NM_000992,RPL29
Contig35657,NA
NM_000994,RPL32
NM_000995,RPL34
NM_000996,RPL35A
NM_000997,RPL37
NM_000999,RPL38
Contig56301_RC,NA
Contig12593_RC,NA
Contig39157_RC,NA
Contig56759_RC,FLJ20039
Contig43684,NA
AF034102,SLC29A2
Contig8449_RC,NA
Contig31421_RC,NA
W72439_RC,FLJ11360
Contig50106_RC,NA
AF050145,IDS
Contig13548_RC,NA
Contig58360_RC,NA
Contig18780_RC,NA
Contig52774_RC,FLJ12934
Contig29446_RC,NA
U22027,CYP2A6
U22028,CYP2A13
Contig21710_RC,NA
AI432517_RC,NA
U22029,CYP2A7
Contig41124_RC,NA
Contig33480_RC,NA
AF227924,SIGLEC9
Contig27754_RC,NA
Contig28483_RC,NA
Contig35773_RC,NA
Contig34952,NA
AF041410,ERCC2
AJ001017,TAF-172
Contig16104_RC,NA
Contig47311_RC,NA
Contig15750_RC,NA
Contig26416_RC,NA
Contig27145_RC,NA
Contig61139_RC,NA
AF059531,PRMT3
Contig22288_RC,NA
Contig59081_RC,NA
Contig26791_RC,NA
Contig36728_RC,NA
Contig1434_RC,NA
AF090885,FBXO5
AF090886,NA
Contig3727_RC,NA
Contig34967,NA
M92642,COL16A1
Contig571_RC,VI
X81005,NA
X81006,NA
Contig10284_RC,NA
AF041429,NA
Contig41491_RC,NA
Contig26182_RC,NA
Contig43409_RC,NA
Contig48641_RC,LOC56899
Contig47912_RC,KIAA0170
AF090895,NA
AF068296,MDS023
AF068298,NA
Contig38787_RC,NA
Contig40153_RC,NA
Contig48032_RC,NA
Contig15742_RC,NA
Contig50465_RC,NA
Contig38930_RC,NA
Contig49971_RC,NA
AB033100,KIAA1274
AB033101,KIAA1275
AB033102,KIAA1276
Contig3719_RC,NA
AB033103,KIAA1277
AB033104,KIAA1278
AB033105,DKFZP586B0923
AB033107,KIAA1281
AB033108,KCNH3
AB033109,KIAA1283
Contig22423_RC,NA
Contig15133_RC,NA
Contig45611_RC,NA
Contig38321_RC,NA
Contig33464_RC,NA
AF050198,PSORT
X98411,MYO1E
Contig47904_RC,NA
X99142,KRTHB6
Contig5320_RC,NA
Contig51795_RC,NA
Contig38779_RC,NA
AB033110,KIAA1284
AB033111,KIAA1285
AA490225_RC,NA
AB033112,BRPF3
AB033113,KIAA1287
AB033114,KIAA1288
AB033117,KIAA1291
AB033118,KIAA1292
Contig40145_RC,NA
AF040723,HAP1
AA926862_RC,NA
U46752,OSIL
Contig43167_RC,NA
Contig35148_RC,NA
Contig1418_RC,NA
Contig36020_RC,NA
Contig28001_RC,NA
Contig30434_RC,NA
Contig10268_RC,NA
Contig55080_RC,NA
X73029,NOS2A
Contig17418_RC,NA
Contig25437_RC,NA
Contig40746_RC,NA
Contig29940_RC,NA
AF147790,MUC12
Contig35749_RC,NA
Contig44497_RC,NA
Contig10411_RC,NA
Contig7980_RC,NA
Contig44640_RC,TFDP1
X72308,SCYA7
AF017418,MEIS2
AF034187,NDR
Contig11598_RC,NA
Contig10869_RC,NA
Contig38914_RC,NA
Contig26767_RC,NA
AL041224_RC,NA
Contig6505,NA
Contig36012_RC,NA
Contig43302_RC,NA
AF025441,OIP5
Contig31155_RC,NA
U20648,ZNF154
Contig46324_RC,NA
Contig54343_RC,NA
Contig33448_RC,NA
Contig25429_RC,NA
Contig29932_RC,NA
Contig45970_RC,NA
Contig38680_RC,NA
Contig48617_RC,NA
Contig14154_RC,NA
AA853946_RC,NA
AF017433,ZNF213
Contig48008_RC,NA
Contig31756_RC,NA
Contig25195_RC,NA
Contig16447_RC,NA
Contig38906_RC,NA
Contig3612_RC,NA
AA868506_RC,NA
AF104921,SUCLG1
Contig23128_RC,NA
AL035301,NA
AF018171,TRA@
X57025,IGF1
Contig54335_RC,TRIP15
Contig46316_RC,NA
Contig47045_RC,NA
AF113674,LOC51215
AL035306,NA
AF113675,NA
Contig15484_RC,NA
AL035307,NA
AF113678,NA
Contig65376_RC,RPS9
Contig57357_RC,NA
Contig1920_RC,FLJ20859
Contig1168_RC,NA
Contig43060_RC,NA
Contig34312_RC,NA
Contig42331_RC,NA
Contig21436_RC,NA
Contig30184_RC,NA
Contig44624_RC,NA
Contig46082_RC,NA
Contig51914_RC,NA
Contig40496_RC,ALB
AF113687,LOC51217
X73079,PIGR
Contig36980_RC,NA
Contig48375_RC,NA
Contig56394_RC,NA
Contig42789_RC,NA
Contig24601_RC,NA
AF113691,LOC51218
Contig27623_RC,NA
Contig42932_RC,NA
AF113692,NA
AF113694,LOC51219
AF113697,DKFZP566D193
AF113698,LOC51221
Contig29916_RC,NA
X98494,MPHOSPH10
Contig40030_RC,NA
Contig32011_RC,NA
Contig8685_RC,NA
Contig27014_RC,NA
AA598803_RC,NA
Contig297_RC,NA
AI476318_RC,NA
Z24724,NA
Contig44616_RC,NA
Contig45345_RC,NA
Contig52635_RC,NA
Contig51906_RC,NA
Contig53364_RC,NA
Z24725,MIG2
NM_003100,SNX2
NM_003102,SOD3
Contig25179_RC,NA
NM_003103,SON
NM_003104,SORD
NM_003105,SORL1
Contig28953_RC,NA
Contig29682_RC,NA
Contig56386_RC,NA
Contig54928_RC,NA
Contig46909_RC,NA
NM_003107,SOX4
NM_003108,SOX11
Contig41360_RC,NA
Contig40631_RC,NA
Contig44382_RC,NA
Contig36363_RC,NA
Contig35634_RC,NA
Contig55048_RC,NA
NM_003110,SP2
Contig22758_RC,NA
Contig16197_RC,NA
NM_003112,SP4
Contig898_RC,NA
NM_003113,SP100
NM_003115,UAP1
Contig39385_RC,NA
Contig53965_RC,HS3ST3B1
Contig37927_RC,NA
NM_003117,SPAM1
NM_003118,SPARC
NM_003119,SPG7
Contig32003_RC,NA
Contig40022_RC,NA
AL037450_RC,NA
Contig22901_RC,NA
Contig16340_RC,NA
Contig15611_RC,NA
Contig50334_RC,NA
Contig35025_RC,NA
Contig60646_RC,NA
NM_003120,SPI1
NM_003121,SPIB
NM_003122,SPINK1
NM_003124,SPR
NM_003125,SPRR1B
NM_003127,SPTAN1
NM_003128,SPTBN1
NM_003129,SQLE
L39061,TAF1B
Contig32604_RC,NA
Contig41352_RC,NA
Contig33333_RC,NA
Contig52018_RC,NA
Contig63811_RC,NA
Contig50935_RC,NA
Contig36355_RC,NA
Contig43645_RC,NA
Contig1061_RC,NA
NM_003130,SRI
NM_002401,MAP3K3
Contig16189_RC,NA
Contig30769_RC,NA
NM_003131,SRF
NM_002402,MEST
NM_003132,SRM
NM_003133,SRP9
M59979,PTGS1
NM_003134,SRP14
NM_002405,MFNG
Contig54686_RC,NA
Contig46667_RC,NA
NM_002406,MGAT1
NM_003135,SRP19
AL035369,NA
NM_002407,MGB2
NM_003136,SRP54
NM_003137,SRPK1
NM_002408,MGAT2
NM_002409,MGAT3
NM_003138,SRPK2
NM_003139,SRPR
Contig20600_RC,NA
Contig24351_RC,NA
Contig25080_RC,NA
Contig35017_RC,NA
Contig33934_RC,NA
NM_002410,MGAT5
Contig21787_RC,NA
NM_003140,SRY
NM_002411,MGB1
Contig58580_RC,LAMR1
NM_002412,MGMT
NM_003141,SSA1
NM_002413,MGST2
NM_003142,SSB
NM_003143,SSBP
NM_002414,MIC2
Contig52994_RC,NA
Contig36956_RC,NA
Contig37685_RC,NA
NM_003144,SSR1
NM_002415,MIF
Contig57099_RC,NA
NM_002416,MIG
NM_003145,SSR2
NM_003146,SSRP1
NM_002417,MKI67
NM_002418,MLN
NM_003147,SSX2
NM_002419,MAP3K11
NM_003149,STAC
Contig9541_RC,NA
Contig39978_RC,NA
Contig10137_RC,NA
Contig21930_RC,NA
Contig41344_RC,NA
Contig56513_RC,NA
Contig36347_RC,NA
Contig45095_RC,NA
Contig50927_RC,NA
Contig29057_RC,NA
NM_002420,MLSN1
NM_002421,MMP1
NM_003150,STAT3
NM_002422,MMP3
NM_003151,STAT4
NM_003152,STAT5A
NM_002424,MMP8
NM_003153,STAT6
NM_002425,MMP10
NM_003154,STATH
NM_002426,MMP12
NM_003155,STC1
Contig60419,NA
NM_002427,MMP13
NM_003156,STIM1
NM_003157,STK2
NM_002428,MMP15
NM_003158,STK6
NM_002429,MMP19
NM_003159,STK9
Contig5639_RC,NA
Contig25072_RC,NA
Contig33091_RC,NA
Contig48260_RC,NA
Contig39512_RC,NA
Contig46802_RC,NA
Contig19346_RC,NA
Contig54069_RC,NA
Contig53130,NA
Contig2008_RC,NA
NM_002430,MN1
NM_001701,BAAT
NM_002431,MNAT1
NM_003160,STK13
NM_002432,MNDA
NM_001703,BAI2
NM_003161,RPS6KB1
NM_003162,STRN
NM_001704,BAI3
NM_003163,STX1B
NM_002434,MPG
NM_001705,BCGF1
NM_001706,BCL6
NM_002435,MPI
NM_001707,BCL7B
NM_003165,STXBP1
NM_002436,MPP1
NM_001708,OPN1SW
NM_002437,MPV17
NM_003166,SULT1A3
NM_003167,SULT2A1
NM_001709,BDNF
NM_002438,MRC1
NM_002439,MSH3
NM_003168,SUPT4H1
NM_003169,SUPT5H
D84294,TTC3
Contig54212_RC,NA
Contig30670_RC,NA
Contig14632_RC,NA
Contig50084_RC,NA
Contig26027_RC,NA
Contig32963_RC,NA
Contig33692_RC,NA
Contig36339_RC,NA
Contig44358_RC,DKFZP434G1017
NM_001710,BF
Contig49590_RC,NA
NM_001711,BGN
